ID;Projeto;Estado de origem;Estado de destino;Data;Label;Valor (R$)
299;Projeto fictício 0299 - Saúde digital;DF;GO;2026-04-30;Prototipagem;5067614.38
300;Projeto fictício 0300 - Agricultura;CE;AM;2025-05-04;Validação;1838550.43
301;Projeto fictício 0301 - Saúde digital;DF;AM;2022-06-18;Validação;2761757.29
302;Projeto fictício 0302 - Agricultura;RS;DF;2023-04-11;Concluído;2432877.53
303;Projeto fictício 0303 - Saúde digital;AC;PE;2026-04-16;Concluído;711461.88
304;Projeto fictício 0304 - Energia limpa;CE;MG;2023-05-16;Concluído;5048920.08
305;Projeto fictício 0305 - Energia limpa;DF;SP;2022-06-07;Prototipagem;1409937.52
306;Projeto fictício 0306 - Energia limpa;PR;RS;2022-02-12;Pesquisa;361911.52
307;Projeto fictício 0307 - Saúde digital;RJ;AM;2025-05-24;Pesquisa;2990784.39
308;Projeto fictício 0308 - Indústria 4.0;BA;DF;2026-09-11;Validação;5293610.02
309;Projeto fictício 0309 - Biotecnologia;SP;BA;2025-03-11;Desenvolvimento;4383160.64
310;Projeto fictício 0310 - Saúde digital;SP;PE;2025-08-06;Validação;1936545.57
311;Projeto fictício 0311 - Saúde digital;CE;RJ;2022-01-15;Desenvolvimento;1103849.53
312;Projeto fictício 0312 - Agricultura;SP;PE;2021-12-12;Prototipagem;3435660.39
313;Projeto fictício 0313 - Agricultura;PE;BA;2025-08-09;Desenvolvimento;5631690.64
314;Projeto fictício 0314 - Saúde digital;DF;AC;2022-06-09;Desenvolvimento;4723979.17
315;Projeto fictício 0315 - Saúde digital;DF;PE;2021-02-26;Prototipagem;4011958.23
316;Projeto fictício 0316 - Agricultura;SP;SP;2021-07-21;Concluído;1848333.44
317;Projeto fictício 0317 - Agricultura;GO;SP;2025-01-10;Concluído;2887002.01
318;Projeto fictício 0318 - Saúde digital;AC;RS;2025-05-15;Concluído;3348389.71
319;Projeto fictício 0319 - Saúde digital;CE;DF;2022-07-26;Concluído;5635361.63
320;Projeto fictício 0320 - Energia limpa;AM;MG;2024-06-08;Validação;4735214.81
321;Projeto fictício 0321 - Energia limpa;BA;BA;2025-04-15;Desenvolvimento;5022580.88
322;Projeto fictício 0322 - Biotecnologia;SP;RS;2023-10-02;Desenvolvimento;5993822.60
323;Projeto fictício 0323 - Agricultura;PR;MG;2024-11-11;Prototipagem;2233464.39
324;Projeto fictício 0324 - Energia limpa;AC;PE;2022-04-14;Prototipagem;4729030.47
325;Projeto fictício 0325 - Biotecnologia;BA;AM;2022-02-19;Concluído;576610.33
326;Projeto fictício 0326 - Agricultura;CE;RS;2023-06-04;Pesquisa;2292709.62
327;Projeto fictício 0327 - Biotecnologia;MG;AC;2023-10-19;Prototipagem;5931882.89
328;Projeto fictício 0328 - Saúde digital;PR;SP;2026-04-15;Prototipagem;1619930.75
329;Projeto fictício 0329 - Indústria 4.0;SP;PE;2021-05-10;Concluído;5388750.81
330;Projeto fictício 0330 - Agricultura;AM;PR;2022-11-16;Pesquisa;2969300.54
331;Projeto fictício 0331 - Agricultura;BA;PE;2025-01-29;Concluído;2667915.22
332;Projeto fictício 0332 - Agricultura;AC;RJ;2023-02-23;Prototipagem;1659987.22
333;Projeto fictício 0333 - Energia limpa;DF;MG;2022-06-03;Desenvolvimento;592388.01
334;Projeto fictício 0334 - Agricultura;PE;MG;2026-08-14;Validação;5517752.94
335;Projeto fictício 0335 - Indústria 4.0;BA;MG;2023-03-12;Validação;2113048.94
336;Projeto fictício 0336 - Indústria 4.0;SP;AC;2021-08-25;Validação;320463.93
337;Projeto fictício 0337 - Agricultura;CE;PR;2024-07-20;Concluído;105060.85
338;Projeto fictício 0338 - Saúde digital;SP;MG;2026-05-16;Concluído;927457.23
339;Projeto fictício 0339 - Energia limpa;SP;RJ;2022-10-23;Desenvolvimento;3085171.02
340;Projeto fictício 0340 - Energia limpa;RS;SP;2021-07-25;Prototipagem;5293328.72
341;Projeto fictício 0341 - Agricultura;RJ;PR;2024-11-29;Prototipagem;3797568.47
342;Projeto fictício 0342 - Biotecnologia;AC;CE;2023-06-23;Validação;4065495.40
343;Projeto fictício 0343 - Energia limpa;MG;MG;2024-04-30;Validação;2494709.68
344;Projeto fictício 0344 - Agricultura;MG;CE;2026-01-21;Prototipagem;2881712.95
345;Projeto fictício 0345 - Energia limpa;RS;RJ;2023-06-25;Prototipagem;98562.60
346;Projeto fictício 0346 - Indústria 4.0;BA;PR;2022-03-26;Pesquisa;1913118.04
347;Projeto fictício 0347 - Energia limpa;SP;SP;2026-09-03;Pesquisa;2531183.60
348;Projeto fictício 0348 - Indústria 4.0;DF;AM;2023-12-08;Pesquisa;5224010.00
349;Projeto fictício 0349 - Agricultura;RJ;PR;2022-09-06;Concluído;798276.15
350;Projeto fictício 0350 - Indústria 4.0;PR;DF;2025-07-21;Pesquisa;2043787.11
351;Projeto fictício 0351 - Biotecnologia;DF;BA;2023-08-26;Desenvolvimento;2035845.25
352;Projeto fictício 0352 - Saúde digital;RS;RJ;2024-03-14;Validação;2032347.28
353;Projeto fictício 0353 - Energia limpa;PR;RS;2021-10-23;Prototipagem;5772828.55
354;Projeto fictício 0354 - Energia limpa;CE;DF;2025-09-10;Validação;2007869.52
355;Projeto fictício 0355 - Agricultura;RS;MG;2022-02-17;Validação;4465712.33
356;Projeto fictício 0356 - Energia limpa;SP;RJ;2024-02-07;Validação;90716.30
357;Projeto fictício 0357 - Agricultura;AM;SP;2025-04-04;Desenvolvimento;883129.45
358;Projeto fictício 0358 - Energia limpa;PE;BA;2026-03-07;Validação;5052151.40
359;Projeto fictício 0359 - Agricultura;RS;PR;2023-02-09;Concluído;994700.57
360;Projeto fictício 0360 - Biotecnologia;CE;RJ;2024-10-12;Desenvolvimento;4371832.51
361;Projeto fictício 0361 - Biotecnologia;RJ;BA;2024-02-29;Concluído;2440240.50
362;Projeto fictício 0362 - Indústria 4.0;MG;DF;2024-10-28;Pesquisa;4477614.42
363;Projeto fictício 0363 - Saúde digital;DF;PR;2021-06-07;Validação;5926447.77
364;Projeto fictício 0364 - Agricultura;RS;AM;2024-07-23;Concluído;2259376.34
365;Projeto fictício 0365 - Energia limpa;GO;DF;2024-07-17;Prototipagem;51489.24
366;Projeto fictício 0366 - Indústria 4.0;RJ;BA;2022-06-20;Prototipagem;4853012.83
367;Projeto fictício 0367 - Energia limpa;RJ;AM;2021-11-19;Prototipagem;1817719.16
368;Projeto fictício 0368 - Agricultura;BA;MG;2026-08-12;Validação;1994444.47
369;Projeto fictício 0369 - Energia limpa;RS;SP;2023-07-28;Prototipagem;1820731.15
370;Projeto fictício 0370 - Indústria 4.0;BA;PR;2021-12-27;Pesquisa;414556.94
371;Projeto fictício 0371 - Indústria 4.0;AM;MG;2023-04-28;Pesquisa;4337619.95
372;Projeto fictício 0372 - Indústria 4.0;AM;DF;2026-04-15;Prototipagem;74406.07
373;Projeto fictício 0373 - Saúde digital;MG;MG;2023-01-29;Pesquisa;5866230.53
374;Projeto fictício 0374 - Indústria 4.0;AC;AM;2022-02-11;Validação;3935614.84
375;Projeto fictício 0375 - Energia limpa;DF;AM;2024-04-09;Validação;2484457.50
376;Projeto fictício 0376 - Saúde digital;PR;SP;2021-04-11;Pesquisa;4655795.31
377;Projeto fictício 0377 - Energia limpa;GO;AC;2021-04-12;Pesquisa;4816269.04
378;Projeto fictício 0378 - Agricultura;AM;MG;2021-12-05;Desenvolvimento;4675376.92
379;Projeto fictício 0379 - Energia limpa;RS;SP;2025-12-16;Prototipagem;1022077.72
380;Projeto fictício 0380 - Biotecnologia;AM;PE;2025-04-04;Pesquisa;5905222.40
381;Projeto fictício 0381 - Biotecnologia;PE;PR;2024-03-08;Desenvolvimento;216934.39
382;Projeto fictício 0382 - Indústria 4.0;DF;PR;2026-08-05;Desenvolvimento;340549.79
383;Projeto fictício 0383 - Agricultura;BA;SP;2026-01-15;Desenvolvimento;5388761.66
384;Projeto fictício 0384 - Agricultura;AM;DF;2024-02-29;Validação;1807422.53
385;Projeto fictício 0385 - Energia limpa;SP;MG;2023-04-08;Desenvolvimento;3690771.58
386;Projeto fictício 0386 - Indústria 4.0;GO;RS;2022-05-08;Prototipagem;2125338.75
387;Projeto fictício 0387 - Saúde digital;AM;MG;2026-03-30;Concluído;4927697.73
388;Projeto fictício 0388 - Saúde digital;PR;DF;2025-09-05;Prototipagem;3242144.30
389;Projeto fictício 0389 - Indústria 4.0;SP;MG;2025-02-24;Concluído;2496594.07
390;Projeto fictício 0390 - Biotecnologia;BA;AC;2021-12-04;Concluído;2829477.21
391;Projeto fictício 0391 - Agricultura;GO;DF;2024-01-27;Pesquisa;1340965.99
392;Projeto fictício 0392 - Indústria 4.0;BA;MG;2021-08-09;Concluído;5013369.01
393;Projeto fictício 0393 - Biotecnologia;PE;CE;2023-04-09;Validação;1951406.00
394;Projeto fictício 0394 - Indústria 4.0;GO;MG;2025-10-26;Concluído;4400810.87
395;Projeto fictício 0395 - Biotecnologia;GO;GO;2021-04-03;Concluído;5821746.02
396;Projeto fictício 0396 - Indústria 4.0;PR;RJ;2023-02-11;Pesquisa;2769949.95
397;Projeto fictício 0397 - Biotecnologia;AC;BA;2021-01-05;Concluído;5066283.97
398;Projeto fictício 0398 - Agricultura;AM;RS;2025-01-21;Desenvolvimento;2512476.46
399;Projeto fictício 0399 - Saúde digital;CE;DF;2026-03-30;Validação;5546303.59
400;Projeto fictício 0400 - Energia limpa;AC;DF;2021-09-04;Prototipagem;3364120.39
401;Projeto fictício 0401 - Biotecnologia;SP;BA;2022-09-26;Desenvolvimento;5767838.80
402;Projeto fictício 0402 - Saúde digital;DF;MG;2026-02-15;Validação;1054693.78
403;Projeto fictício 0403 - Indústria 4.0;AC;BA;2023-01-05;Concluído;5703990.81
404;Projeto fictício 0404 - Energia limpa;CE;CE;2024-12-21;Concluído;3127081.77
405;Projeto fictício 0405 - Biotecnologia;BA;BA;2021-09-14;Desenvolvimento;1961471.73
406;Projeto fictício 0406 - Agricultura;PE;MG;2021-04-13;Pesquisa;5666889.71
407;Projeto fictício 0407 - Saúde digital;CE;AC;2023-07-24;Prototipagem;902314.71
408;Projeto fictício 0408 - Biotecnologia;GO;DF;2023-09-09;Desenvolvimento;3058472.24
409;Projeto fictício 0409 - Agricultura;MG;SP;2023-11-15;Validação;4078137.14
410;Projeto fictício 0410 - Indústria 4.0;PR;CE;2025-09-06;Validação;2937468.74
411;Projeto fictício 0411 - Saúde digital;AM;PR;2025-01-05;Concluído;1472839.66
412;Projeto fictício 0412 - Saúde digital;CE;GO;2021-11-13;Prototipagem;4626845.84
413;Projeto fictício 0413 - Agricultura;PE;AM;2025-11-10;Validação;5708524.77
414;Projeto fictício 0414 - Agricultura;PR;PE;2025-07-03;Concluído;158634.35
415;Projeto fictício 0415 - Energia limpa;RJ;MG;2024-11-20;Pesquisa;1406496.83
416;Projeto fictício 0416 - Agricultura;PR;CE;2025-07-03;Prototipagem;4611392.78
417;Projeto fictício 0417 - Indústria 4.0;RJ;DF;2022-02-20;Desenvolvimento;4222894.53
418;Projeto fictício 0418 - Saúde digital;BA;PE;2024-07-08;Validação;438177.92
419;Projeto fictício 0419 - Indústria 4.0;RS;AC;2024-04-26;Concluído;2973670.27
420;Projeto fictício 0420 - Saúde digital;DF;AM;2024-11-10;Pesquisa;358806.25
421;Projeto fictício 0421 - Indústria 4.0;RJ;AM;2024-04-05;Concluído;4687299.94
422;Projeto fictício 0422 - Biotecnologia;BA;PE;2025-03-24;Validação;2250035.54
423;Projeto fictício 0423 - Agricultura;PR;PE;2026-03-25;Desenvolvimento;930546.62
424;Projeto fictício 0424 - Agricultura;RS;BA;2021-09-10;Validação;1302860.62
425;Projeto fictício 0425 - Energia limpa;RJ;PR;2023-04-29;Desenvolvimento;2408526.48
426;Projeto fictício 0426 - Energia limpa;BA;PR;2022-09-17;Desenvolvimento;5311177.71
427;Projeto fictício 0427 - Indústria 4.0;AC;RJ;2026-04-21;Concluído;5021435.81
428;Projeto fictício 0428 - Saúde digital;SP;GO;2025-12-03;Concluído;552902.50
429;Projeto fictício 0429 - Agricultura;GO;PR;2025-12-27;Pesquisa;4580543.62
430;Projeto fictício 0430 - Biotecnologia;RS;PR;2022-03-31;Prototipagem;4263426.59
431;Projeto fictício 0431 - Indústria 4.0;AM;MG;2026-08-09;Desenvolvimento;3126487.40
432;Projeto fictício 0432 - Agricultura;RJ;RS;2022-03-25;Desenvolvimento;976392.96
433;Projeto fictício 0433 - Saúde digital;DF;GO;2026-09-05;Prototipagem;5701697.48
434;Projeto fictício 0434 - Indústria 4.0;PR;BA;2023-03-21;Validação;3902913.81
435;Projeto fictício 0435 - Saúde digital;CE;BA;2024-03-31;Prototipagem;3348838.50
436;Projeto fictício 0436 - Indústria 4.0;RJ;DF;2022-11-11;Desenvolvimento;2516599.20
437;Projeto fictício 0437 - Saúde digital;RJ;RJ;2022-03-26;Pesquisa;3378713.00
438;Projeto fictício 0438 - Agricultura;PE;RS;2024-06-14;Pesquisa;1140743.28
439;Projeto fictício 0439 - Biotecnologia;RJ;SP;2022-02-24;Pesquisa;5116591.46
440;Projeto fictício 0440 - Saúde digital;RS;PE;2025-12-17;Validação;3658178.48
441;Projeto fictício 0441 - Indústria 4.0;DF;CE;2024-04-03;Desenvolvimento;3169871.03
442;Projeto fictício 0442 - Energia limpa;MG;RJ;2025-10-06;Validação;2631473.39
443;Projeto fictício 0443 - Agricultura;AM;CE;2021-09-04;Desenvolvimento;2498772.97
444;Projeto fictício 0444 - Agricultura;PE;SP;2021-12-09;Concluído;1032426.46
445;Projeto fictício 0445 - Energia limpa;PR;MG;2023-06-11;Validação;5842478.38
446;Projeto fictício 0446 - Indústria 4.0;MG;MG;2021-11-29;Concluído;319137.24
447;Projeto fictício 0447 - Energia limpa;RJ;RS;2021-05-19;Concluído;1028463.87
448;Projeto fictício 0448 - Energia limpa;RJ;CE;2024-02-13;Validação;5182597.23
449;Projeto fictício 0449 - Saúde digital;SP;RS;2023-09-13;Concluído;554475.56
450;Projeto fictício 0450 - Saúde digital;MG;GO;2021-07-21;Prototipagem;4238197.13
451;Projeto fictício 0451 - Biotecnologia;DF;AM;2023-12-04;Pesquisa;1471229.00
452;Projeto fictício 0452 - Energia limpa;DF;MG;2023-02-23;Concluído;1262071.57
453;Projeto fictício 0453 - Biotecnologia;MG;PR;2022-05-05;Pesquisa;1440710.19
454;Projeto fictício 0454 - Indústria 4.0;BA;PR;2024-05-09;Pesquisa;3978104.87
455;Projeto fictício 0455 - Saúde digital;AM;MG;2021-04-07;Validação;5780162.93
456;Projeto fictício 0456 - Indústria 4.0;RS;CE;2025-03-21;Desenvolvimento;1161261.39
457;Projeto fictício 0457 - Agricultura;AC;MG;2022-04-13;Prototipagem;4844116.72
458;Projeto fictício 0458 - Indústria 4.0;CE;SP;2024-09-21;Validação;453248.20
459;Projeto fictício 0459 - Biotecnologia;SP;MG;2025-07-04;Validação;4183620.81
460;Projeto fictício 0460 - Biotecnologia;AC;DF;2024-08-22;Prototipagem;4186366.24
461;Projeto fictício 0461 - Agricultura;BA;RS;2025-09-29;Desenvolvimento;1334543.10
462;Projeto fictício 0462 - Biotecnologia;PR;AC;2025-05-04;Prototipagem;1100706.93
463;Projeto fictício 0463 - Indústria 4.0;DF;AC;2024-06-18;Pesquisa;598844.12
464;Projeto fictício 0464 - Indústria 4.0;PR;PR;2025-02-03;Validação;2791100.40
465;Projeto fictício 0465 - Indústria 4.0;AC;MG;2024-07-22;Validação;705657.43
466;Projeto fictício 0466 - Saúde digital;SP;PR;2025-01-08;Validação;1575699.13
467;Projeto fictício 0467 - Saúde digital;PE;AM;2021-08-20;Desenvolvimento;5115533.51
468;Projeto fictício 0468 - Agricultura;AC;RJ;2021-01-11;Pesquisa;1035285.82
469;Projeto fictício 0469 - Indústria 4.0;PR;GO;2023-11-28;Prototipagem;1948080.79
470;Projeto fictício 0470 - Indústria 4.0;SP;RS;2021-08-31;Validação;5215941.17
471;Projeto fictício 0471 - Energia limpa;PR;PE;2022-05-20;Concluído;2225154.47
472;Projeto fictício 0472 - Saúde digital;CE;GO;2022-03-04;Pesquisa;3216522.63
473;Projeto fictício 0473 - Energia limpa;AC;GO;2023-10-29;Pesquisa;5880983.11
474;Projeto fictício 0474 - Agricultura;PE;PR;2025-05-10;Validação;2208548.68
475;Projeto fictício 0475 - Indústria 4.0;RS;MG;2022-05-17;Concluído;3354084.92
476;Projeto fictício 0476 - Energia limpa;SP;BA;2024-05-07;Concluído;73581.10
477;Projeto fictício 0477 - Agricultura;RJ;RS;2022-04-24;Validação;4279265.11
478;Projeto fictício 0478 - Saúde digital;PE;PR;2023-09-11;Validação;4253297.80
479;Projeto fictício 0479 - Energia limpa;PE;DF;2024-01-19;Validação;5544931.16
480;Projeto fictício 0480 - Saúde digital;RS;DF;2022-09-05;Pesquisa;4819338.43
481;Projeto fictício 0481 - Agricultura;PR;RS;2024-09-19;Pesquisa;5043324.91
482;Projeto fictício 0482 - Biotecnologia;CE;AM;2024-11-22;Concluído;2763256.08
483;Projeto fictício 0483 - Agricultura;SP;AC;2023-08-14;Validação;3383701.85
484;Projeto fictício 0484 - Agricultura;PR;CE;2025-06-10;Prototipagem;3174050.33
485;Projeto fictício 0485 - Agricultura;PR;DF;2023-07-12;Concluído;1499152.25
486;Projeto fictício 0486 - Saúde digital;AM;CE;2026-03-21;Pesquisa;39884.80
487;Projeto fictício 0487 - Indústria 4.0;RJ;RJ;2023-12-22;Prototipagem;1145844.51
488;Projeto fictício 0488 - Energia limpa;BA;AC;2021-11-29;Pesquisa;2378804.94
489;Projeto fictício 0489 - Energia limpa;PE;RJ;2021-07-03;Pesquisa;2592581.26
490;Projeto fictício 0490 - Indústria 4.0;BA;GO;2025-10-17;Prototipagem;3989154.81
491;Projeto fictício 0491 - Indústria 4.0;AC;RJ;2022-11-08;Pesquisa;3393664.65
492;Projeto fictício 0492 - Energia limpa;RS;DF;2022-11-13;Validação;3039356.96
493;Projeto fictício 0493 - Saúde digital;RS;CE;2026-01-13;Validação;3670351.87
494;Projeto fictício 0494 - Energia limpa;MG;GO;2024-08-13;Prototipagem;4683196.31
495;Projeto fictício 0495 - Saúde digital;PR;GO;2024-06-12;Concluído;3683060.23
496;Projeto fictício 0496 - Energia limpa;MG;AC;2026-04-16;Prototipagem;5757596.57
497;Projeto fictício 0497 - Biotecnologia;SP;DF;2022-08-27;Desenvolvimento;1802409.77
498;Projeto fictício 0498 - Energia limpa;GO;SP;2022-10-16;Validação;2664546.90
499;Projeto fictício 0499 - Energia limpa;PE;MG;2025-06-17;Desenvolvimento;1997365.63
500;Projeto fictício 0500 - Biotecnologia;GO;AM;2021-11-13;Validação;1967759.63
501;Projeto fictício 0501 - Biotecnologia;BA;SP;2021-02-22;Desenvolvimento;558501.98
502;Projeto fictício 0502 - Biotecnologia;RS;SP;2024-07-23;Pesquisa;4798358.09
503;Projeto fictício 0503 - Biotecnologia;AM;BA;2025-09-04;Prototipagem;4248604.96
504;Projeto fictício 0504 - Indústria 4.0;CE;SP;2021-01-01;Validação;1683572.80
505;Projeto fictício 0505 - Saúde digital;RJ;GO;2021-06-11;Validação;3316619.93
506;Projeto fictício 0506 - Energia limpa;AC;SP;2021-07-16;Prototipagem;990793.81
507;Projeto fictício 0507 - Agricultura;CE;RS;2022-11-19;Validação;3723022.65
508;Projeto fictício 0508 - Saúde digital;BA;CE;2021-07-19;Prototipagem;4068086.33
509;Projeto fictício 0509 - Agricultura;PE;RS;2021-04-24;Pesquisa;4561487.29
510;Projeto fictício 0510 - Indústria 4.0;PR;AC;2025-11-05;Prototipagem;5162499.57
511;Projeto fictício 0511 - Indústria 4.0;BA;AM;2025-02-10;Desenvolvimento;5540869.87
512;Projeto fictício 0512 - Energia limpa;PR;CE;2026-09-18;Pesquisa;3671274.96
513;Projeto fictício 0513 - Biotecnologia;DF;GO;2021-01-10;Pesquisa;1669671.66
514;Projeto fictício 0514 - Indústria 4.0;CE;RJ;2023-11-24;Desenvolvimento;127519.22
515;Projeto fictício 0515 - Indústria 4.0;PE;GO;2023-08-18;Validação;870541.00
516;Projeto fictício 0516 - Energia limpa;GO;PR;2022-01-12;Desenvolvimento;3107305.78
517;Projeto fictício 0517 - Agricultura;AM;BA;2024-09-16;Prototipagem;5904026.96
518;Projeto fictício 0518 - Biotecnologia;AC;GO;2021-05-01;Pesquisa;5411772.67
519;Projeto fictício 0519 - Saúde digital;PR;AC;2026-01-30;Prototipagem;5877803.73
520;Projeto fictício 0520 - Indústria 4.0;AM;PR;2022-06-21;Concluído;5320454.95
521;Projeto fictício 0521 - Saúde digital;PE;BA;2023-09-13;Validação;5444968.14
522;Projeto fictício 0522 - Agricultura;AM;AM;2023-05-10;Pesquisa;5660711.54
523;Projeto fictício 0523 - Biotecnologia;SP;PE;2021-02-10;Pesquisa;3262547.85
524;Projeto fictício 0524 - Energia limpa;RJ;PE;2023-06-23;Pesquisa;3068394.49
525;Projeto fictício 0525 - Agricultura;AC;SP;2023-12-09;Concluído;2103595.14
526;Projeto fictício 0526 - Indústria 4.0;RJ;RJ;2022-05-19;Concluído;873016.61
527;Projeto fictício 0527 - Biotecnologia;CE;DF;2022-05-02;Prototipagem;5381868.67
528;Projeto fictício 0528 - Agricultura;AC;AC;2025-09-27;Concluído;857584.17
529;Projeto fictício 0529 - Energia limpa;RJ;BA;2021-12-03;Validação;3923038.02
530;Projeto fictício 0530 - Biotecnologia;AM;AM;2022-09-07;Prototipagem;1068226.62
531;Projeto fictício 0531 - Saúde digital;DF;PE;2026-03-31;Pesquisa;2065550.97
532;Projeto fictício 0532 - Saúde digital;DF;AM;2023-04-26;Validação;5250343.25
533;Projeto fictício 0533 - Indústria 4.0;SP;BA;2023-05-22;Validação;529646.73
534;Projeto fictício 0534 - Energia limpa;GO;RS;2022-04-12;Concluído;3658861.10
535;Projeto fictício 0535 - Biotecnologia;BA;GO;2026-01-08;Concluído;5275437.63
536;Projeto fictício 0536 - Indústria 4.0;RS;AC;2024-09-25;Concluído;3239933.01
537;Projeto fictício 0537 - Saúde digital;RS;SP;2025-09-07;Desenvolvimento;3968542.02
538;Projeto fictício 0538 - Indústria 4.0;BA;PR;2026-09-05;Pesquisa;511005.92
539;Projeto fictício 0539 - Agricultura;PE;BA;2021-05-15;Prototipagem;1285183.23
540;Projeto fictício 0540 - Indústria 4.0;DF;BA;2024-07-22;Concluído;5583160.04
541;Projeto fictício 0541 - Biotecnologia;PE;GO;2022-11-01;Concluído;298558.00
542;Projeto fictício 0542 - Saúde digital;AM;RS;2023-05-29;Desenvolvimento;2713817.26
543;Projeto fictício 0543 - Agricultura;PR;RJ;2024-11-22;Prototipagem;4013102.42
544;Projeto fictício 0544 - Saúde digital;AC;DF;2023-08-15;Pesquisa;5174645.92
